,Step,Balance,Shares_held,Total_sold,Prime_cost,Total_sales,net_worth,Max_net_worth,Min_net_worth,Profit
0,555,23122001.385,950000,50000,0.0,1101205.0,44044896.385000005,44044896.385000005,22024100.0,22020796.385000005
1,556,24153850.273750003,902500,97500,0.0,2136158.75,43817971.52375001,44044896.385000005,22024100.0,21793871.523750007
2,557,22943748.460569404,958229,97500,1.2603317581705415,2136158.75,43709241.6508694,44044896.385000005,22024100.0,21685141.6508694
3,558,23990152.541651506,910318,145411,1.2603317581705415,3185711.4893,43931851.7450515,44044896.385000005,22024100.0,21907751.745051503
4,559,24984226.590418007,864803,190926,1.2603317581705415,4182776.7338,43928860.54931801,44044896.385000005,22024100.0,21904760.549318008
5,560,23732521.419403005,921828,190926,2.61547258433334,4182776.7338,43926362.13580301,44044896.385000005,22024100.0,21902262.135803007
6,561,22543523.753569007,975118,190926,3.8323759919209346,4182776.7338,44256768.79496901,44256768.79496901,22024100.0,22232668.794969007
7,562,23620056.546740506,926363,239681,3.8323759919209346,5262548.8433,44136125.271440506,44256768.79496901,22024100.0,22112025.271440506
8,563,22436699.706539508,979980,239681,5.037497372459313,5262548.8433,44022229.17653951,44256768.79496901,22024100.0,21998129.17653951
9,564,23512738.350619007,930981,288680,5.037497372459313,6341825.3168,44018991.347119,44256768.79496901,22024100.0,21994891.347119004
10,565,24534973.96447351,884432,335229,5.037497372459313,7367136.8653,44015915.41247351,44256768.79496901,22024100.0,21991815.412473507
11,566,24534973.96447351,884432,335229,5.037497372459313,7367136.8653,43909518.242873505,44256768.79496901,22024100.0,21885418.242873505
12,567,24534973.96447351,884432,335229,5.037497372459313,7367136.8653,43909518.242873505,44256768.79496901,22024100.0,21885418.242873505
13,568,25500781.892462905,840211,379450,5.037497372459313,8335850.9355,43906612.1006629,44256768.79496901,22024100.0,21882512.100662902
14,569,24223203.370733306,898415,379450,6.456695031447643,8335850.9355,43904062.0437333,44256768.79496901,22024100.0,21879962.0437333
15,570,23009641.901551705,954317,379450,7.725811258864738,8335850.9355,43685301.43335171,44256768.79496901,22024100.0,21661201.43335171
16,571,23009641.901551705,954317,379450,7.725811258864738,8335850.9355,43685301.43335171,44256768.79496901,22024100.0,21661201.43335171
17,572,24040305.168868706,906602,427165,7.725811258864738,9369615.4965,43682200.1396687,44256768.79496901,22024100.0,21658100.139668703
18,573,22835904.784084704,962082,427165,8.975181262668988,9369615.4965,43679796.14688471,44256768.79496901,22024100.0,21655696.14688471
19,574,23874970.608479906,913978,475269,8.975181262668988,10411807.8981,43676669.56967991,44256768.79496901,22024100.0,21652569.56967991
20,575,23874970.608479906,913978,475269,8.975181262668988,10411807.8981,43896755.4720799,44256768.79496901,22024100.0,21872655.472079903
21,576,24867551.394414708,868280,520967,8.975181262668988,11407375.3865,43783725.8184147,44256768.79496901,22024100.0,21759625.818414703
22,577,25810522.68945111,824866,564381,8.975181262668988,12353184.1077,43780888.392251104,44256768.79496901,22024100.0,21756788.392251104
23,578,26701388.14337451,783623,605624,8.975181262668988,13246730.1999,43678893.88757451,44256768.79496901,22024100.0,21654793.88757451
24,579,26701388.14337451,783623,605624,8.975181262668988,13246730.1999,43678893.88757451,44256768.79496901,22024100.0,21654793.88757451
25,580,26701388.14337451,783623,605624,8.975181262668988,13246730.1999,43678893.88757451,44256768.79496901,22024100.0,21654793.88757451
26,581,27547713.56466231,744442,644805,8.975181262668988,14095602.2373,43676347.271462314,44256768.79496901,22024100.0,21652247.271462314
27,582,27547713.56466231,744442,644805,8.975181262668988,14095602.2373,43765978.08826231,44256768.79496901,22024100.0,21741878.088262312
28,583,28351723.794905912,707220,682027,8.975181262668988,14902031.756099999,43673927.98290591,44256768.79496901,22024100.0,21649827.98290591
29,584,29115535.673677713,671859,717388,8.975181262668988,15668141.965499999,43671629.652277716,44256768.79496901,22024100.0,21647529.652277716
30,585,27656864.838244114,739427,717388,10.943948046678768,15668141.965499999,43587893.49594411,44256768.79496901,22024100.0,21563793.495944113
31,586,28446581.144193016,702456,754359,10.943948046678768,16460234.549199998,43496490.20739302,44256768.79496901,22024100.0,21472390.20739302
32,587,29188373.518849015,667334,789481,10.943948046678768,17204258.997199997,43325176.974849015,44256768.79496901,22024100.0,21301076.974849015
33,588,29188373.518849015,667334,789481,10.943948046678768,17204258.997199997,43325176.974849015,44256768.79496901,22024100.0,21301076.974849015
34,589,29188373.518849015,667334,789481,10.943948046678768,17204258.997199997,43244829.961249016,44256768.79496901,22024100.0,21220729.961249016
35,590,29901085.489428416,633968,822847,10.943948046678768,17919115.537399996,43483659.69902842,44256768.79496901,22024100.0,21459559.699028417
36,591,29901085.489428416,633968,822847,10.943948046678768,17919115.537399996,43331063.60142842,44256768.79496901,22024100.0,21306963.60142842
37,592,30566756.460250016,602270,854545,10.943948046678768,18586789.530199997,43252730.832250014,44256768.79496901,22024100.0,21228630.832250014
38,593,31191915.32798692,572157,884658,10.943948046678768,19213829.517899998,43105883.32328692,44256768.79496901,22024100.0,21081783.32328692
39,594,31792674.03397132,543550,913265,10.943948046678768,19816395.9231,43241793.813971326,44256768.79496901,22024100.0,21217693.813971326
40,595,32360142.56987902,516373,940442,10.943948046678768,20385571.9872,43174697.220779024,44256768.79496901,22024100.0,21150597.220779024
41,596,32902331.13460462,490555,966260,10.943948046678768,20929392.012,43235185.432604626,44256768.79496901,22024100.0,21211085.432604626
42,597,33417408.171053022,466028,990787,10.943948046678768,21446018.929199997,43233635.55185302,44256768.79496901,22024100.0,21209535.551853023
43,598,33417408.171053022,466028,990787,10.943948046678768,21446018.929199997,43121462.612253025,44256768.79496901,22024100.0,21097362.612253025
44,599,33903944.00485312,442727,1014088,10.943948046678768,21934018.762499996,43176108.383953124,44256768.79496901,22024100.0,21152008.383953124
45,600,34360839.733233124,420591,1036224,10.943948046678768,22392289.302499995,43068124.910733126,44256768.79496901,22024100.0,21044024.910733126
46,601,34797410.843040824,399562,1057253,10.943948046678768,22830174.066599995,43117450.41284083,44256768.79496901,22024100.0,21093350.41284083
47,602,35209764.60440583,379584,1077231,10.943948046678768,23243768.611599997,43068102.364405826,44256768.79496901,22024100.0,21044002.364405826
48,603,35601498.61366333,360605,1096210,10.943948046678768,23636681.359099995,43066923.62616333,44256768.79496901,22024100.0,21042823.626163334
49,604,35601498.61366333,360605,1096210,10.943948046678768,23636681.359099995,43023542.84466333,44256768.79496901,22024100.0,20999442.84466333
50,605,33817875.43004833,446588,1096210,14.929865844514804,23636681.359099995,43063363.50004833,44256768.79496901,22024100.0,21039263.500048332
51,606,32123616.98917333,528263,1096210,18.130689463621195,23636681.359099995,43059981.74667333,44256768.79496901,22024100.0,21035881.74667333
52,607,32668791.67627583,501850,1122623,18.130689463621195,24183496.491599996,43058341.301275834,44256768.79496901,22024100.0,21034241.301275834
53,608,33189712.41845543,476758,1147715,18.130689463621195,24705984.698399995,43117196.57665543,44256768.79496901,22024100.0,21093096.576655433
54,609,33696021.902307026,452921,1171552,18.130689463621195,25213817.681199994,43345232.05470703,44256768.79496901,22024100.0,21321132.054707028
55,610,33696021.902307026,452921,1171552,18.130689463621195,25213817.681199994,43290700.36630703,44256768.79496901,22024100.0,21266600.366307028
56,611,33696021.902307026,452921,1171552,18.130689463621195,25213817.681199994,43290700.36630703,44256768.79496901,22024100.0,21266600.366307028
57,612,34171597.169050224,430275,1194198,18.130689463621195,25690823.966799993,43234737.659050226,44256768.79496901,22024100.0,21210637.659050226
58,613,32459619.457068626,512327,1194198,21.46559195909772,25690823.966799993,43127753.345368624,44256768.79496901,22024100.0,21103653.345368624
59,614,32991418.665249426,486711,1219814,21.46559195909772,26224223.373199992,43126153.14714943,44256768.79496901,22024100.0,21102053.14714943
60,615,33496623.760934923,462376,1244149,21.46559195909772,26730948.64469999,43124632.97133492,44256768.79496901,22024100.0,21100532.97133492
61,616,31818462.590339925,543275,1244149,24.54839817602285,26730948.64469999,43065613.27783993,44256768.79496901,22024100.0,21041513.27783993
62,617,30224376.466709923,620121,1244149,27.113872196415645,26730948.64469999,43062431.469209924,44256768.79496901,22024100.0,21038331.469209924
63,618,28710154.377329923,693117,1244149,29.29416742795664,26730948.64469999,43059409.069829926,44256768.79496901,22024100.0,21035309.069829926
64,619,29442083.502769925,658462,1278804,29.29416742795664,27465080.16469999,43390942.510769926,44256768.79496901,22024100.0,21366842.510769926
65,620,29442083.502769925,658462,1278804,29.29416742795664,27465080.16469999,43311663.68596993,44256768.79496901,22024100.0,21287563.685969926
66,621,29442083.502769925,658462,1278804,29.29416742795664,27465080.16469999,43232450.70736992,44256768.79496901,22024100.0,21208350.707369924
67,622,30129531.219872225,625539,1311727,29.29416742795664,28154596.43059999,43230382.15857223,44256768.79496901,22024100.0,21206282.158572227
68,623,30782588.802719824,594263,1343003,29.29416742795664,28809619.081399992,43228417.090619825,44256768.79496901,22024100.0,21204317.090619825
69,624,30782588.802719824,594263,1343003,29.29416742795664,28809619.081399992,43156867.82541983,44256768.79496901,22024100.0,21132767.82541983
70,625,31392313.03459402,564550,1372716,29.29416742795664,29421177.98999999,43011994.04459402,44256768.79496901,22024100.0,20987894.04459402
71,626,31971543.87271582,536323,1400943,29.29416742795664,30002151.74939999,43010251.12331582,44256768.79496901,22024100.0,20986151.12331582
72,627,32525036.637995817,509507,1427759,29.29416742795664,30557309.98939999,43073105.30549581,44256768.79496901,22024100.0,21049005.305495813
73,628,33053908.625363316,484032,1453234,29.29416742795664,31087773.36689999,43132858.558163315,44256768.79496901,22024100.0,21108758.558163315
74,629,33562139.52841251,459831,1477435,29.29416742795664,31597533.55049999,43247835.78001252,44256768.79496901,22024100.0,21223735.78001252
75,630,34039442.60443081,436840,1500426,29.29416742795664,32076272.844399992,43135718.24043081,44256768.79496901,22024100.0,21111618.24043081
76,631,34492891.94488541,414998,1522268,29.29416742795664,32531086.62619999,43134353.79908541,44256768.79496901,22024100.0,21110253.79908541
77,632,32764818.31893101,496875,1522268,32.7651095707491,32531086.62619999,43230794.56893101,44256768.79496901,22024100.0,21206694.568931013
78,633,32764818.31893101,496875,1522268,32.7651095707491,32531086.62619999,43230794.56893101,44256768.79496901,22024100.0,21206694.568931013
79,634,33286531.48468661,472032,1547111,32.7651095707491,33054369.64099999,43229224.71988661,44256768.79496901,22024100.0,21205124.71988661
80,635,33286531.48468661,472032,1547111,32.7651095707491,33054369.64099999,43172439.27028661,44256768.79496901,22024100.0,21148339.270286612
81,636,31618880.67595781,551500,1547111,35.782919478999325,33054369.64099999,43169110.62595781,44256768.79496901,22024100.0,21145010.62595781
82,637,30034792.880270213,626986,1547111,38.30438876826575,33054369.64099999,43165948.77407021,44256768.79496901,22024100.0,21141848.77407021
83,638,30689374.737435114,595637,1578460,38.30438876826575,33710921.15269999,43163979.11953512,44256768.79496901,22024100.0,21139879.11953512
84,639,30689374.737435114,595637,1578460,38.30438876826575,33710921.15269999,43163979.11953512,44256768.79496901,22024100.0,21139879.11953512
85,640,29151847.38185771,667258,1578460,40.60403663865472,33710921.15269999,43447649.85445771,44256768.79496901,22024100.0,21423549.854457714
86,641,27691341.550257113,734911,1578460,42.58739333123382,33710921.15269999,43525072.53635711,44256768.79496901,22024100.0,21500972.536357112
87,642,28476230.399952613,698166,1615205,42.58739333123382,34498171.75419999,43434227.50015262,44256768.79496901,22024100.0,21410127.500152618
88,643,29255392.22173021,663258,1650113,42.58739333123382,35279678.09499999,44104147.02253021,44256768.79496901,22024100.0,22080047.022530213
89,644,30031399.181572814,630096,1683275,42.58739333123382,36058020.08079999,44820319.38797282,44820319.38797282,22024100.0,22796219.387972817
90,645,28526833.06298761,691249,1683275,44.759639500993195,36058020.08079999,45499899.25878762,45499899.25878762,22024100.0,23475799.258787617
91,646,27097653.787242614,748774,1683275,46.66452217921119,36058020.08079999,45663430.23984261,45663430.23984261,22024100.0,23639330.23984261
92,647,25740067.833039016,803953,1683275,48.349790101340965,36058020.08079999,45480490.585639015,45663430.23984261,22024100.0,23456390.585639015
93,648,26753055.177486617,763756,1723472,48.349790101340965,37074055.53159999,46058057.33588661,46058057.33588661,22024100.0,24033957.335886613
94,649,25412727.765270617,817186,1723472,49.98669052303199,37074055.53159999,45871469.58687061,46058057.33588661,22024100.0,23847369.58687061
95,650,24139562.522781618,866981,1723472,51.45226357999633,37074055.53159999,46262403.39788161,46262403.39788161,22024100.0,24238303.397881612
96,651,25294403.200208716,823632,1766821,51.45226357999633,38232371.155899994,47302426.78260872,47302426.78260872,22024100.0,25278326.782608718
97,652,24027176.222643916,869316,1766821,52.90708275093072,38232371.155899994,48092972.64024392,48092972.64024392,22024100.0,26068872.640243918
98,653,25205972.814774916,825851,1810286,52.90708275093072,39414714.7789,47670936.886974916,48092972.64024392,22024100.0,25646836.886974916
99,654,26306013.905741718,784559,1851578,52.90708275093072,40518065.9233,47269979.577041715,48092972.64024392,22024100.0,25245879.577041715
100,655,27360455.89902832,745332,1890805,52.90708275093072,41575680.7611,47455650.083828315,48092972.64024392,22024100.0,25431550.083828315
101,656,28316693.59590232,708066,1928071,52.90708275093072,42534795.803100005,46540188.23790231,48092972.64024392,22024100.0,24516088.237902313
102,657,29242433.12249662,672663,1963474,52.90708275093072,43463320.905,46884567.422396615,48092972.64024392,22024100.0,24860467.422396615
103,658,30080792.65206832,639030,1997107,52.90708275093072,44304203.0811,46057629.00306832,48092972.64024392,22024100.0,24033529.00306832
104,659,30080792.65206832,639030,1997107,52.90708275093072,44304203.0811,46370881.509068325,48092972.64024392,22024100.0,24346781.509068325
105,660,30877225.48081822,607079,2029058,52.90708275093072,45103032.3978,46055232.51511822,48092972.64024392,22024100.0,24031132.51511822
106,661,30877225.48081822,607079,2029058,52.90708275093072,45103032.3978,46204027.57801822,48092972.64024392,22024100.0,24179927.57801822
107,662,29330297.35212262,667641,2029058,55.219463877614075,45103032.3978,46349734.96002262,48092972.64024392,22024100.0,24325634.96002262
108,663,27860853.45877942,725728,2029058,57.240208387402866,45103032.3978,46183163.12917942,48092972.64024392,22024100.0,24159063.129179418
109,664,28791944.56243342,689442,2065344,57.240208387402866,46036925.1798,46536113.31643342,48092972.64024392,22024100.0,24512013.316433422
110,665,28791944.56243342,689442,2065344,57.240208387402866,46036925.1798,46874146.729033425,48092972.64024392,22024100.0,24850046.729033425
111,666,29693339.72557662,654970,2099816,57.240208387402866,46941032.6654,46871434.40657662,48092972.64024392,22024100.0,24847334.40657662
112,667,30533646.49574862,622222,2132564,57.240208387402866,47783867.9414,46547774.10974862,48092972.64024392,22024100.0,24523674.109748617
113,668,29003931.06393342,680980,2132564,59.48206880562367,47783867.9414,46697289.61993342,48092972.64024392,22024100.0,24673189.61993342
114,669,27550847.490319017,737868,2132564,61.447438231049354,47783867.9414,46360504.75951902,48092972.64024392,22024100.0,24336404.75951902
115,670,28497514.08589602,700975,2169457,61.447438231049354,48733383.0824,46538507.66089602,48092972.64024392,22024100.0,24514407.66089602
116,671,28497514.08589602,700975,2169457,61.447438231049354,48733383.0824,46710386.73089602,48092972.64024392,22024100.0,24686286.73089602
117,672,29405406.35905922,665927,2204505,61.447438231049354,49644007.228,46707654.85845922,48092972.64024392,22024100.0,24683554.85845922
118,673,29405406.35905922,665927,2204505,61.447438231049354,49644007.228,47360529.689259216,48092972.64024392,22024100.0,25336429.689259216
119,674,30308596.21552162,632631,2237801,61.447438231049354,50549914.8072,47521030.67422162,48092972.64024392,22024100.0,25496930.67422162
120,675,31143432.654468417,601000,2269432,61.447438231049354,51387263.2916,47053345.054468416,48092972.64024392,22024100.0,25029245.054468416
121,676,29583147.274592817,658753,2269432,63.811254468394765,51387263.2916,47344840.91239282,48092972.64024392,22024100.0,25320740.912392817
122,677,28101047.718646016,713612,2269432,65.88400727159875,51387263.2916,47341882.629846014,48092972.64024392,22024100.0,25317782.629846014
123,678,29068906.142438017,677932,2305112,65.88400727159875,52358034.0276,47513876.61883801,48092972.64024392,22024100.0,25489776.618838012
124,679,29980088.659169216,644036,2339008,65.88400727159875,53271958.3172,47344973.71276921,48092972.64024392,22024100.0,25320873.71276921
125,680,30869316.247275215,611835,2371209,65.88400727159875,54163861.6152,47815922.07727522,48092972.64024392,22024100.0,25791822.077275217
126,681,31736509.918334313,581244,2401800,65.88400727159875,55033664.6955,48263194.943534315,48263194.943534315,22024100.0,26239094.943534315
127,682,31736509.918334313,581244,2401800,65.88400727159875,55033664.6955,48548120.75233431,48548120.75233431,22024100.0,26524020.75233431
128,683,32567461.22415191,552182,2430862,65.88400727159875,55867116.356300004,48403157.49295191,48548120.75233431,22024100.0,26379057.492951907
129,684,33350121.158912808,524573,2458471,65.88400727159875,56652131.336,48265462.639812805,48548120.75233431,22024100.0,26241362.639812805
130,685,34080814.11083241,498345,2484699,65.88400727159875,57385022.9628,48006118.28033241,48548120.75233431,22024100.0,25982018.28033241
131,686,34781072.39409421,473428,2509616,65.88400727159875,58087388.3422,48126155.543694206,48548120.75233431,22024100.0,26102055.543694206
132,687,35446313.54764761,449757,2533287,65.88400727159875,58754631.224400006,48124153.81504761,48548120.75233431,22024100.0,26100053.815047607
133,688,36078279.996887416,427270,2555774,65.88400727159875,59388499.27780001,48122252.21088742,48548120.75233431,22024100.0,26098152.210887417
134,689,36694319.049195915,405907,2577137,65.88400727159875,60006392.00830001,48434570.16369592,48548120.75233431,22024100.0,26410470.163695917
135,690,37279560.47439841,385612,2597432,65.88400727159875,60593394.4408,48432809.156398416,48548120.75233431,22024100.0,26408709.156398416
136,691,35411857.56698341,450057,2597432,70.02564923583883,60593394.4408,48429081.20648341,48548120.75233431,22024100.0,26404981.20648341
137,692,36060741.65419241,427555,2619934,70.02564923583883,61244231.03780001,48427128.69669241,48548120.75233431,22024100.0,26403028.696692407
138,693,34254102.44490641,489893,2619934,73.70611240432665,61244231.03780001,48423522.63040641,48548120.75233431,22024100.0,26399422.63040641
139,694,32537997.161359012,546700,2619934,76.83887246231092,61244231.03780001,49020510.13135901,49020510.13135901,22024100.0,26996410.13135901
140,695,33393051.70358551,519365,2647269,76.83887246231092,62101858.46230001,49687972.76908551,49687972.76908551,22024100.0,27663872.76908551
141,696,34199000.03602711,493397,2673237,76.83887246231092,62910231.91510001,49558251.28722711,49687972.76908551,22024100.0,27534151.28722711
142,697,34982717.02847281,468728,2697906,76.83887246231092,63696307.133200005,49918687.87567281,49918687.87567281,22024100.0,27894587.87567281
143,698,35744445.597380415,445292,2721342,76.83887246231092,64460327.764000006,50261098.38498041,50261098.38498041,22024100.0,28236998.38498041
144,699,36484402.844385214,423028,2743606,76.83887246231092,65202511.562400006,50586295.041185215,50586295.041185215,22024100.0,28562195.041185215
145,700,37187368.876158416,401877,2764757,76.83887246231092,65907592.83800001,50584179.797358416,50586295.041185215,22024100.0,28560079.797358416
146,701,37840441.59057471,381784,2784850,76.83887246231092,66562630.66590001,50286714.52577471,50586295.041185215,22024100.0,28262614.52577471
147,702,38432891.82617151,362695,2803939,76.83887246231092,67156863.60030001,49723442.09817151,50586295.041185215,22024100.0,27699342.09817151
148,703,36507418.46056071,423468,2803939,81.3767126424426,67156863.60030001,49897391.92696071,50586295.041185215,22024100.0,27873291.926960707
149,704,36507418.46056071,423468,2803939,81.3767126424426,67156863.60030001,49793599.92016071,50586295.041185215,22024100.0,27769499.92016071
150,705,36507418.46056071,423468,2803939,81.3767126424426,67156863.60030001,49689807.91336071,50586295.041185215,22024100.0,27665707.913360707
151,706,37154198.181764014,402295,2825112,81.3767126424426,67805589.49920002,49480235.37526401,50586295.041185215,22024100.0,27456135.37526401
152,707,37778460.53384082,382181,2845226,81.3767126424426,68431730.27360001,49675602.19144082,50586295.041185215,22024100.0,27651502.19144082
153,708,35885766.678594425,445869,2845226,85.61319471049397,68431730.27360001,49109750.762694426,50586295.041185215,22024100.0,27085650.762694426
154,709,35885766.678594425,445869,2845226,85.61319471049397,68431730.27360001,49656207.80909443,50586295.041185215,22024100.0,27632107.80909443
155,710,36577656.934876025,423576,2867519,85.61319471049397,69125702.44640002,49763408.38447602,50586295.041185215,22024100.0,27739308.38447602
156,711,36577656.934876025,423576,2867519,85.61319471049397,69125702.44640002,49763408.38447602,50586295.041185215,22024100.0,27739308.38447602
157,712,37224589.39298982,402398,2888697,85.61319471049397,69774581.54180002,49553782.43438982,50586295.041185215,22024100.0,27529682.434389822
158,713,37224589.39298982,402398,2888697,85.61319471049397,69774581.54180002,49652450.42398982,50586295.041185215,22024100.0,27628350.423989818
159,714,37849006.92612262,382279,2908816,85.61319471049397,70400877.96420002,49749199.28452262,50586295.041185215,22024100.0,27725099.284522623
160,715,38437531.48827712,363166,2927929,85.61319471049397,70991173.41270003,49653731.81527712,50586295.041185215,22024100.0,27629631.815277122
161,716,38437531.48827712,363166,2927929,85.61319471049397,70991173.41270003,50187803.734877124,50586295.041185215,22024100.0,28163703.734877124
162,717,39023272.88235972,345008,2946087,85.61319471049397,71578677.31850003,50186041.22315972,50586295.041185215,22024100.0,28161941.223159723
163,718,39571293.39878472,327758,2963337,85.61319471049397,72128346.84350003,50015269.29298472,50586295.041185215,22024100.0,27991169.292984717
164,719,37588790.561893925,390331,2963337,90.68208686971269,72128346.84350003,49930978.71569393,50586295.041185215,22024100.0,27906878.71569393
165,720,37588790.561893925,390331,2963337,90.68208686971269,72128346.84350003,50026648.84379393,50586295.041185215,22024100.0,28002548.84379393
166,721,35705608.04766013,449312,2963337,94.86497908469916,72128346.84350003,50022889.996460125,50586295.041185215,22024100.0,27998789.996460125
167,722,36419305.49122463,426847,2985802,94.86497908469916,72844191.82200003,50020742.461524636,50586295.041185215,22024100.0,27996642.461524636
